"","x","y","timeslot","origin"
"6269",23.865608766895,0.262,"12h-17h","Fit"
"6270",24.0130777256269,0.263,"12h-17h","Fit"
"6271",24.1616391838004,0.264,"12h-17h","Fit"
"6272",24.3113060341399,0.265,"12h-17h","Fit"
"6273",24.4620912974086,0.266,"12h-17h","Fit"
"6274",24.6140081234973,0.267,"12h-17h","Fit"
"6275",24.7670697925235,0.268,"12h-17h","Fit"
"6276",24.9212897159383,0.269,"12h-17h","Fit"
"6277",25.076681437643,0.27,"12h-17h","Fit"
"6278",25.2332586351144,0.271,"12h-17h","Fit"
"6279",25.3910351205397,0.272,"12h-17h","Fit"
"6280",25.5500248419607,0.273,"12h-17h","Fit"
"6281",25.7102418844268,0.274,"12h-17h","Fit"
"6282",25.8717004711584,0.275,"12h-17h","Fit"
"6283",26.0344149647196,0.276,"12h-17h","Fit"
"6284",26.1983998681998,0.277,"12h-17h","Fit"
"6285",26.3636698264063,0.278,"12h-17h","Fit"
"6286",26.5302396270658,0.279,"12h-17h","Fit"
"6287",26.6981242020367,0.28,"12h-17h","Fit"
"6288",26.8673386285305,0.281,"12h-17h","Fit"
"6289",27.0378981303441,0.282,"12h-17h","Fit"
"6290",27.2098180791023,0.283,"12h-17h","Fit"
"6291",27.3831139955101,0.284,"12h-17h","Fit"
"6292",27.5578015506161,0.285,"12h-17h","Fit"
"6293",27.7338965670861,0.286,"12h-17h","Fit"
"6294",27.9114150204877,0.287,"12h-17h","Fit"
"6295",28.0903730405848,0.288,"12h-17h","Fit"
"6296",28.2707869126445,0.289,"12h-17h","Fit"
"6297",28.4526730787531,0.29,"12h-17h","Fit"
"6298",28.6360481391449,0.291,"12h-17h","Fit"
"6299",28.8209288535414,0.292,"12h-17h","Fit"
"6300",29.0073321425013,0.293,"12h-17h","Fit"
"6301",29.1952750887831,0.294,"12h-17h","Fit"
"6302",29.3847749387182,0.295,"12h-17h","Fit"
"6303",29.5758491035965,0.296,"12h-17h","Fit"
"6304",29.7685151610627,0.297,"12h-17h","Fit"
"6305",29.9627908565257,0.298,"12h-17h","Fit"
"6306",30.1586941045791,0.299,"12h-17h","Fit"
"6307",30.356242990434,0.3,"12h-17h","Fit"
"6308",30.5554557713645,0.301,"12h-17h","Fit"
"6309",30.7563508781646,0.302,"12h-17h","Fit"
"6310",30.9589469166189,0.303,"12h-17h","Fit"
"6311",31.1632626689846,0.304,"12h-17h","Fit"
"6312",31.3693170954871,0.305,"12h-17h","Fit"
"6313",31.5771293358281,0.306,"12h-17h","Fit"
"6314",31.7867187107067,0.307,"12h-17h","Fit"
"6315",31.9981047233537,0.308,"12h-17h","Fit"
"6316",32.2113070610791,0.309,"12h-17h","Fit"
"6317",32.4263455968332,0.31,"12h-17h","Fit"
"6318",32.6432403907807,0.311,"12h-17h","Fit"
"6319",32.8620116918892,0.312,"12h-17h","Fit"
"6320",33.0826799395305,0.313,"12h-17h","Fit"
"6321",33.305265765097,0.314,"12h-17h","Fit"
"6322",33.5297899936313,0.315,"12h-17h","Fit"
"6323",33.7562736454703,0.316,"12h-17h","Fit"
"6324",33.9847379379038,0.317,"12h-17h","Fit"
"6325",34.2152042868474,0.318,"12h-17h","Fit"
"6326",34.44769430853,0.319,"12h-17h","Fit"
"6327",34.6822298211967,0.32,"12h-17h","Fit"
"6328",34.9188328468257,0.321,"12h-17h","Fit"
"6329",35.1575256128613,0.322,"12h-17h","Fit"
"6330",35.3983305539612,0.323,"12h-17h","Fit"
"6331",35.6412703137601,0.324,"12h-17h","Fit"
"6332",35.8863677466486,0.325,"12h-17h","Fit"
"6333",36.1336459195674,0.326,"12h-17h","Fit"
"6334",36.3831281138181,0.327,"12h-17h","Fit"
"6335",36.6348378268894,0.328,"12h-17h","Fit"
"6336",36.8887987743003,0.329,"12h-17h","Fit"
"6337",37.1450348914592,0.33,"12h-17h","Fit"
"6338",37.4035703355393,0.331,"12h-17h","Fit"
"6339",37.6644294873719,0.332,"12h-17h","Fit"
"6340",37.9276369533551,0.333,"12h-17h","Fit"
"6341",38.1932175673808,0.334,"12h-17h","Fit"
"6342",38.4611963927785,0.335,"12h-17h","Fit"
"6343",38.7315987242766,0.336,"12h-17h","Fit"
"6344",39.0044500899814,0.337,"12h-17h","Fit"
"6345",39.279776253374,0.338,"12h-17h","Fit"
"6346",39.5576032153249,0.339,"12h-17h","Fit"
"6347",39.8379572161274,0.34,"12h-17h","Fit"
"6348",40.1208647375488,0.341,"12h-17h","Fit"
"6349",40.4063525049005,0.342,"12h-17h","Fit"
"6350",40.6944474891271,0.343,"12h-17h","Fit"
"6351",40.9851769089138,0.344,"12h-17h","Fit"
"6352",41.2785682328139,0.345,"12h-17h","Fit"
"6353",41.5746491813951,0.346,"12h-17h","Fit"
"6354",41.8734477294056,0.347,"12h-17h","Fit"
"6355",42.1749921079599,0.348,"12h-17h","Fit"
"6356",42.4793108067448,0.349,"12h-17h","Fit"
"6357",42.7864325762455,0.35,"12h-17h","Fit"
"6358",43.0963864299925,0.351,"12h-17h","Fit"
"6359",43.4092016468285,0.352,"12h-17h","Fit"
"6360",43.7249077731969,0.353,"12h-17h","Fit"
"6361",44.0435346254513,0.354,"12h-17h","Fit"
"6362",44.3651122921857,0.355,"12h-17h","Fit"
"6363",44.6896711365873,0.356,"12h-17h","Fit"
"6364",45.0172417988104,0.357,"12h-17h","Fit"
"6365",45.3478551983726,0.358,"12h-17h","Fit"
"6366",45.6815425365735,0.359,"12h-17h","Fit"
"6367",46.0183352989352,0.36,"12h-17h","Fit"
"6368",46.3582652576668,0.361,"12h-17h","Fit"
"6369",46.7013644741507,0.362,"12h-17h","Fit"
"6370",47.0476653014531,0.363,"12h-17h","Fit"
"6371",47.3972003868575,0.364,"12h-17h","Fit"
"6372",47.750002674422,0.365,"12h-17h","Fit"
"6373",48.1061054075614,0.366,"12h-17h","Fit"
"6374",48.4655421316526,0.367,"12h-17h","Fit"
"6375",48.8283466966652,0.368,"12h-17h","Fit"
"6376",49.1945532598168,0.369,"12h-17h","Fit"
"6377",49.5641962882536,0.37,"12h-17h","Fit"
"6378",49.937310561756,0.371,"12h-17h","Fit"
"6379",50.3139311754707,0.372,"12h-17h","Fit"
"6380",50.6940935426676,0.373,"12h-17h","Fit"
"6381",51.0778333975243,0.374,"12h-17h","Fit"
"6382",51.465186797936,0.375,"12h-17h","Fit"
"6383",51.8561901283533,0.376,"12h-17h","Fit"
"6384",52.250880102646,0.377,"12h-17h","Fit"
"6385",52.6492937669955,0.378,"12h-17h","Fit"
"6386",53.0514685028143,0.379,"12h-17h","Fit"
"6387",53.457442029694,0.38,"12h-17h","Fit"
"6388",53.8672524083809,0.381,"12h-17h","Fit"
"6389",54.2809380437815,0.382,"12h-17h","Fit"
"6390",54.6985376879961,0.383,"12h-17h","Fit"
"6391",55.1200904433823,0.384,"12h-17h","Fit"
"6392",55.5456357656478,0.385,"12h-17h","Fit"
"6393",55.9752134669736,0.386,"12h-17h","Fit"
"6394",56.4088637191676,0.387,"12h-17h","Fit"
"6395",56.8466270568483,0.388,"12h-17h","Fit"
"6396",57.2885443806605,0.389,"12h-17h","Fit"
"6397",57.7346569605218,0.39,"12h-17h","Fit"
"6398",58.1850064389011,0.391,"12h-17h","Fit"
"6399",58.6396348341292,0.392,"12h-17h","Fit"
"6400",59.0985845437421,0.393,"12h-17h","Fit"
"6401",59.5618983478567,0.394,"12h-17h","Fit"
"6402",60.0296194125805,0.395,"12h-17h","Fit"
"6403",60.5017912934546,0.396,"12h-17h","Fit"
"6404",60.9784579389304,0.397,"12h-17h","Fit"
"6405",61.4596636938813,0.398,"12h-17h","Fit"
"6406",61.9454533031491,0.399,"12h-17h","Fit"
"6407",62.4358719151253,0.4,"12h-17h","Fit"
"6408",62.9309650853687,0.401,"12h-17h","Fit"
"6409",63.4307787802583,0.402,"12h-17h","Fit"
"6410",63.9353593806833,0.403,"12h-17h","Fit"
"6411",64.4447536857697,0.404,"12h-17h","Fit"
"6412",64.9590089166445,0.405,"12h-17h","Fit"
"6413",65.4781727202371,0.406,"12h-17h","Fit"
"6414",66.00229317312,0.407,"12h-17h","Fit"
"6415",66.5314187853868,0.408,"12h-17h","Fit"
"6416",67.0655985045706,0.409,"12h-17h","Fit"
"6417",67.6048817196013,0.41,"12h-17h","Fit"
"6418",68.149318264803,0.411,"12h-17h","Fit"
"6419",68.6989584239319,0.412,"12h-17h","Fit"
"6420",69.2538529342559,0.413,"12h-17h","Fit"
"6421",69.8140529906745,0.414,"12h-17h","Fit"
"6422",70.3796102498818,0.415,"12h-17h","Fit"
"6423",70.9505768345714,0.416,"12h-17h","Fit"
"6424",71.5270053376844,0.417,"12h-17h","Fit"
"6425",72.108948826701,0.418,"12h-17h","Fit"
"6426",72.696460847976,0.419,"12h-17h","Fit"
"6427",73.2895954311193,0.42,"12h-17h","Fit"
"6428",73.8884070934207,0.421,"12h-17h","Fit"
"6429",74.492950844321,0.422,"12h-17h","Fit"
"6430",75.1032821899293,0.423,"12h-17h","Fit"
"6431",75.7194571375866,0.424,"12h-17h","Fit"
"6432",76.3415322004769,0.425,"12h-17h","Fit"
"6433",76.9695644022865,0.426,"12h-17h","Fit"
"6434",77.6036112819114,0.427,"12h-17h","Fit"
"6435",78.2437308982139,0.428,"12h-17h","Fit"
"6436",78.8899818348286,0.429,"12h-17h","Fit"
"6437",79.5424232050195,0.43,"12h-17h","Fit"
"6438",80.2011146565868,0.431,"12h-17h","Fit"
"6439",80.8661163768258,0.432,"12h-17h","Fit"
"6440",81.5374890975386,0.433,"12h-17h","Fit"
"6441",82.2152941000968,0.434,"12h-17h","Fit"
"6442",82.8995932205598,0.435,"12h-17h","Fit"
"6443",83.5904488548453,0.436,"12h-17h","Fit"
"6444",84.2879239639557,0.437,"12h-17h","Fit"
"6445",84.9920820792596,0.438,"12h-17h","Fit"
"6446",85.7029873078289,0.439,"12h-17h","Fit"
"6447",86.4207043378339,0.44,"12h-17h","Fit"
"6448",87.1452984439949,0.441,"12h-17h","Fit"
"6449",87.8768354930921,0.442,"12h-17h","Fit"
"6450",88.6153819495348,0.443,"12h-17h","Fit"
"6451",89.3610048809906,0.444,"12h-17h","Fit"
"6452",90.1137719640741,0.445,"12h-17h","Fit"
"6453",90.8737514900977,0.446,"12h-17h","Fit"
"6454",91.6410123708838,0.447,"12h-17h","Fit"
"6455",92.4156241446402,0.448,"12h-17h","Fit"
"6456",93.1976569818987,0.449,"12h-17h","Fit"
"6457",93.9871816915179,0.45,"12h-17h","Fit"
"6458",94.7842697267521,0.451,"12h-17h","Fit"
"6459",95.5889931913849,0.452,"12h-17h","Fit"
"6460",96.4014248459305,0.453,"12h-17h","Fit"
"6461",97.2216381139025,0.454,"12h-17h","Fit"
"6462",98.0497070881511,0.455,"12h-17h","Fit"
"6463",98.8857065372698,0.456,"12h-17h","Fit"
"6464",99.7297119120726,0.457,"12h-17h","Fit"
"6465",100.581799352142,0.458,"12h-17h","Fit"
"6466",101.442045692449,0.459,"12h-17h","Fit"
"6467",102.310528470047,0.46,"12h-17h","Fit"
"6468",103.187325930841,0.461,"12h-17h","Fit"
"6469",104.072517036424,0.462,"12h-17h","Fit"
"6470",104.966181471004,0.463,"12h-17h","Fit"
"6471",105.868399648392,0.464,"12h-17h","Fit"
"6472",106.779252719078,0.465,"12h-17h","Fit"
"6473",107.698822577383,0.466,"12h-17h","Fit"
"6474",108.627191868689,0.467,"12h-17h","Fit"
"6475",109.564443996757,0.468,"12h-17h","Fit"
"6476",110.510663131117,0.469,"12h-17h","Fit"
"6477",111.465934214545,0.47,"12h-17h","Fit"
"6478",112.430342970634,0.471,"12h-17h","Fit"
"6479",113.40397591143,0.472,"12h-17h","Fit"
"6480",114.386920345177,0.473,"12h-17h","Fit"
"6481",115.37926438413,0.474,"12h-17h","Fit"
"6482",116.381096952472,0.475,"12h-17h","Fit"
"6483",117.392507794311,0.476,"12h-17h","Fit"
"6484",118.413587481771,0.477,"12h-17h","Fit"
"6485",119.444427423181,0.478,"12h-17h","Fit"
"6486",120.485119871345,0.479,"12h-17h","Fit"
"6487",121.535757931922,0.48,"12h-17h","Fit"
"6488",122.596435571888,0.481,"12h-17h","Fit"
"6489",123.667247628105,0.482,"12h-17h","Fit"
"6490",124.748289815988,0.483,"12h-17h","Fit"
"6491",125.839658738263,0.484,"12h-17h","Fit"
"6492",126.941451893839,0.485,"12h-17h","Fit"
"6493",128.053767686775,0.486,"12h-17h","Fit"
"6494",129.17670543535,0.487,"12h-17h","Fit"
"6495",130.310365381247,0.488,"12h-17h","Fit"
"6496",131.454848698832,0.489,"12h-17h","Fit"
"6497",132.610257504552,0.49,"12h-17h","Fit"
"6498",133.77669486644,0.491,"12h-17h","Fit"
"6499",134.954264813724,0.492,"12h-17h","Fit"
"6500",136.143072346562,0.493,"12h-17h","Fit"
"6501",137.343223445881,0.494,"12h-17h","Fit"
"6502",138.554825083336,0.495,"12h-17h","Fit"
"6503",139.777985231388,0.496,"12h-17h","Fit"
"6504",141.012812873498,0.497,"12h-17h","Fit"
"6505",142.259418014445,0.498,"12h-17h","Fit"
"6506",143.517911690764,0.499,"12h-17h","Fit"
"6507",144.788405981312,0.5,"12h-17h","Fit"
"6508",146.071014017953,0.501,"12h-17h","Fit"
"6509",147.365849996384,0.502,"12h-17h","Fit"
"6510",148.673029187072,0.503,"12h-17h","Fit"
"6511",149.992667946341,0.504,"12h-17h","Fit"
"6512",151.32488372758,0.505,"12h-17h","Fit"
"6513",152.669795092591,0.506,"12h-17h","Fit"
"6514",154.027521723072,0.507,"12h-17h","Fit"
"6515",155.398184432243,0.508,"12h-17h","Fit"
"6516",156.781905176607,0.509,"12h-17h","Fit"
"6517",158.178807067859,0.51,"12h-17h","Fit"
"6518",159.589014384937,0.511,"12h-17h","Fit"
"6519",161.012652586224,0.512,"12h-17h","Fit"
"6520",162.44984832189,0.513,"12h-17h","Fit"
"6521",163.9007294464,0.514,"12h-17h","Fit"
"6522",165.365425031159,0.515,"12h-17h","Fit"
"6523",166.844065377328,0.516,"12h-17h","Fit"
"6524",168.336782028783,0.517,"12h-17h","Fit"
"6525",169.843707785249,0.518,"12h-17h","Fit"
"6526",171.364976715585,0.519,"12h-17h","Fit"
"6527",172.900724171239,0.52,"12h-17h","Fit"
"6528",174.451086799869,0.521,"12h-17h","Fit"
"6529",176.016202559135,0.522,"12h-17h","Fit"
"6530",177.596210730663,0.523,"12h-17h","Fit"
"6531",179.191251934178,0.524,"12h-17h","Fit"
"6532",180.801468141825,0.525,"12h-17h","Fit"
"6533",182.42700269266,0.526,"12h-17h","Fit"
"6534",184.068000307329,0.527,"12h-17h","Fit"
"6535",185.724607102927,0.528,"12h-17h","Fit"
"6536",187.396970608052,0.529,"12h-17h","Fit"
"6537",189.085239778046,0.53,"12h-17h","Fit"
"6538",190.789565010424,0.531,"12h-17h","Fit"
"6539",192.510098160509,0.532,"12h-17h","Fit"
"6540",194.246992557261,0.533,"12h-17h","Fit"
"6541",196.00040301931,0.534,"12h-17h","Fit"
"6542",197.770485871187,0.535,"12h-17h","Fit"
"6543",199.557398959779,0.536,"12h-17h","Fit"
"6544",201.361301670976,0.537,"12h-17h","Fit"
"6545",203.182354946552,0.538,"12h-17h","Fit"
"6546",205.020721301245,0.539,"12h-17h","Fit"
"6547",206.876564840075,0.54,"12h-17h","Fit"
"6548",208.750051275873,0.541,"12h-17h","Fit"
"6549",210.641347947047,0.542,"12h-17h","Fit"
"6550",212.550623835576,0.543,"12h-17h","Fit"
"6551",214.478049585238,0.544,"12h-17h","Fit"
"6552",216.423797520076,0.545,"12h-17h","Fit"
"6553",218.388041663108,0.546,"12h-17h","Fit"
"6554",220.370957755285,0.547,"12h-17h","Fit"
"6555",222.372723274691,0.548,"12h-17h","Fit"
"6556",224.393517456005,0.549,"12h-17h","Fit"
"6557",226.433521310214,0.55,"12h-17h","Fit"
"6558",228.492917644589,0.551,"12h-17h","Fit"
"6559",230.571891082931,0.552,"12h-17h","Fit"
"6560",232.670628086078,0.553,"12h-17h","Fit"
"6561",234.789316972692,0.554,"12h-17h","Fit"
"6562",236.928147940323,0.555,"12h-17h","Fit"
"6563",239.087313086751,0.556,"12h-17h","Fit"
"6564",241.267006431623,0.557,"12h-17h","Fit"
"6565",243.467423938371,0.558,"12h-17h","Fit"
"6566",245.688763536435,0.559,"12h-17h","Fit"
"6567",247.931225143779,0.56,"12h-17h","Fit"
"6568",250.195010689718,0.561,"12h-17h","Fit"
"6569",252.480324138052,0.562,"12h-17h","Fit"
"6570",254.787371510516,0.563,"12h-17h","Fit"
"6571",257.116360910546,0.564,"12h-17h","Fit"
"6572",259.467502547381,0.565,"12h-17h","Fit"
"6573",261.841008760478,0.566,"12h-17h","Fit"
"6574",264.237094044283,0.567,"12h-17h","Fit"
"6575",266.655975073322,0.568,"12h-17h","Fit"
"6576",269.097870727658,0.569,"12h-17h","Fit"
"6577",271.563002118685,0.57,"12h-17h","Fit"
"6578",274.051592615286,0.571,"12h-17h","Fit"
"6579",276.563867870357,0.572,"12h-17h","Fit"
"6580",279.100055847696,0.573,"12h-17h","Fit"
"6581",281.660386849267,0.574,"12h-17h","Fit"
"6582",284.245093542852,0.575,"12h-17h","Fit"
"6583",286.854410990082,0.576,"12h-17h","Fit"
"6584",289.488576674868,0.577,"12h-17h","Fit"
"6585",292.147830532234,0.578,"12h-17h","Fit"
"6586",294.832414977549,0.579,"12h-17h","Fit"
"6587",297.542574936185,0.58,"12h-17h","Fit"
"6588",300.278557873583,0.581,"12h-17h","Fit"
"6589",303.040613825758,0.582,"12h-17h","Fit"
"6590",305.828995430234,0.583,"12h-17h","Fit"
"6591",308.643957957416,0.584,"12h-17h","Fit"
"6592",311.485759342426,0.585,"12h-17h","Fit"
"6593",314.354660217377,0.586,"12h-17h","Fit"
"6594",317.250923944131,0.587,"12h-17h","Fit"
"6595",320.174816647516,0.588,"12h-17h","Fit"
"6596",323.126607249028,0.589,"12h-17h","Fit"
"6597",326.106567501025,0.59,"12h-17h","Fit"
"6598",329.114972021411,0.591,"12h-17h","Fit"
"6599",332.152098328834,0.592,"12h-17h","Fit"
"6600",335.21822687839,0.593,"12h-17h","Fit"
"6601",338.313641097856,0.594,"12h-17h","Fit"
"6602",341.438627424451,0.595,"12h-17h","Fit"
"6603",344.593475342142,0.596,"12h-17h","Fit"
"6604",347.778477419493,0.597,"12h-17h","Fit"
"6605",350.993929348082,0.598,"12h-17h","Fit"
"6606",354.240129981486,0.599,"12h-17h","Fit"
"6607",357.517381374837,0.6,"12h-17h","Fit"
"6608",360.82598882498,0.601,"12h-17h","Fit"
"6609",364.16626091122,0.602,"12h-17h","Fit"
"6610",367.538509536687,0.603,"12h-17h","Fit"
"6611",370.943049970317,0.604,"12h-17h","Fit"
"6612",374.380200889464,0.605,"12h-17h","Fit"
"6613",377.850284423162,0.606,"12h-17h","Fit"
"6614",381.353626196032,0.607,"12h-17h","Fit"
"6615",384.89055537286,0.608,"12h-17h","Fit"
"6616",388.461404703854,0.609,"12h-17h","Fit"
"6617",392.066510570584,0.61,"12h-17h","Fit"
"6618",395.706213032633,0.611,"12h-17h","Fit"
"6619",399.380855874954,0.612,"12h-17h","Fit"
"6620",403.090786655958,0.613,"12h-17h","Fit"
"6621",406.836356756346,0.614,"12h-17h","Fit"
"6622",410.617921428688,0.615,"12h-17h","Fit"
"6623",414.43583984777,0.616,"12h-17h","Fit"
"6624",418.290475161729,0.617,"12h-17h","Fit"
"6625",422.182194543977,0.618,"12h-17h","Fit"
"6626",426.111369245935,0.619,"12h-17h","Fit"
"6627",430.078374650594,0.62,"12h-17h","Fit"
"6628",434.083590326916,0.621,"12h-17h","Fit"
"6629",438.127400085086,0.622,"12h-17h","Fit"
"6630",442.210192032641,0.623,"12h-17h","Fit"
"6631",446.332358631479,0.624,"12h-17h","Fit"
"6632",450.494296755777,0.625,"12h-17h","Fit"
"6633",454.696407750824,0.626,"12h-17h","Fit"
"6634",458.939097492798,0.627,"12h-17h","Fit"
"6635",463.222776449488,0.628,"12h-17h","Fit"
"6636",467.547859741997,0.629,"12h-17h","Fit"
"6637",471.914767207431,0.63,"12h-17h","Fit"
"6638",476.323923462596,0.631,"12h-17h","Fit"
"6639",480.775757968729,0.632,"12h-17h","Fit"
"6640",485.270705097271,0.633,"12h-17h","Fit"
"6641",489.809204196709,0.634,"12h-17h","Fit"
"6642",494.391699660505,0.635,"12h-17h","Fit"
"6643",499.01864099614,0.636,"12h-17h","Fit"
"6644",503.690482895271,0.637,"12h-17h","Fit"
"6645",508.407685305063,0.638,"12h-17h","Fit"
"6646",513.170713500669,0.639,"12h-17h","Fit"
"6647",517.980038158929,0.64,"12h-17h","Fit"
"6648",522.836135433266,0.641,"12h-17h","Fit"
"6649",527.739487029848,0.642,"12h-17h","Fit"
"6650",532.69058028499,0.643,"12h-17h","Fit"
"6651",537.689908243874,0.644,"12h-17h","Fit"
"6652",542.737969740565,0.645,"12h-17h","Fit"
"6653",547.835269479378,0.646,"12h-17h","Fit"
"6654",552.982318117616,0.647,"12h-17h","Fit"
"6655",558.179632349695,0.648,"12h-17h","Fit"
"6656",563.427734992701,0.649,"12h-17h","Fit"
"6657",568.727155073393,0.65,"12h-17h","Fit"
"6658",574.078427916684,0.651,"12h-17h","Fit"
"6659",579.482095235639,0.652,"12h-17h","Fit"
"6660",584.938705223005,0.653,"12h-17h","Fit"
"6661",590.448812644316,0.654,"12h-17h","Fit"
"6662",596.012978932597,0.655,"12h-17h","Fit"
"6663",601.631772284705,0.656,"12h-17h","Fit"
"6664",607.305767759333,0.657,"12h-17h","Fit"
"6665",613.035547376719,0.658,"12h-17h","Fit"
"6666",618.82170022009,0.659,"12h-17h","Fit"
"6667",624.664822538871,0.66,"12h-17h","Fit"
"6668",630.565517853712,0.661,"12h-17h","Fit"
"6669",636.524397063346,0.662,"12h-17h","Fit"
"6670",642.54207855334,0.663,"12h-17h","Fit"
"6671",648.619188306759,0.664,"12h-17h","Fit"
"6672",654.756360016793,0.665,"12h-17h","Fit"
"6673",660.954235201386,0.666,"12h-17h","Fit"
"6674",667.213463319907,0.667,"12h-17h","Fit"
"6675",673.534701891905,0.668,"12h-17h","Fit"
"6676",679.918616617991,0.669,"12h-17h","Fit"
"6677",686.365881502898,0.67,"12h-17h","Fit"
"6678",692.877178980758,0.671,"12h-17h","Fit"
"6679",699.453200042644,0.672,"12h-17h","Fit"
"6680",706.094644366424,0.673,"12h-17h","Fit"
"6681",712.802220448984,0.674,"12h-17h","Fit"
"6682",719.576645740857,0.675,"12h-17h","Fit"
"6683",726.418646783325,0.676,"12h-17h","Fit"
"6684",733.32895934803,0.677,"12h-17h","Fit"
"6685",740.308328579161,0.678,"12h-17h","Fit"
"6686",747.357509138272,0.679,"12h-17h","Fit"
"6687",754.477265351775,0.68,"12h-17h","Fit"
"6688",761.668371361185,0.681,"12h-17h","Fit"
"6689",768.931611276157,0.682,"12h-17h","Fit"
"6690",776.267779330396,0.683,"12h-17h","Fit"
"6691",783.677680040484,0.684,"12h-17h","Fit"
"6692",791.162128367706,0.685,"12h-17h","Fit"
"6693",798.721949882918,0.686,"12h-17h","Fit"
"6694",806.357980934556,0.687,"12h-17h","Fit"
"6695",814.071068819823,0.688,"12h-17h","Fit"
"6696",821.862071959149,0.689,"12h-17h","Fit"
"6697",829.731860073979,0.69,"12h-17h","Fit"
"6698",837.681314367981,0.691,"12h-17h","Fit"
"6699",845.711327711738,0.692,"12h-17h","Fit"
"6700",853.822804831,0.693,"12h-17h","Fit"
"6701",862.016662498596,0.694,"12h-17h","Fit"
"6702",870.293829730065,0.695,"12h-17h","Fit"
"6703",878.655247983104,0.696,"12h-17h","Fit"
"6704",887.101871360919,0.697,"12h-17h","Fit"
"6705",895.634666819567,0.698,"12h-17h","Fit"
"6706",904.254614379378,0.699,"12h-17h","Fit"
"6707",912.962707340556,0.7,"12h-17h","Fit"
"6708",921.759952503054,0.701,"12h-17h","Fit"
"6709",930.647370390816,0.702,"12h-17h","Fit"
"6710",939.625995480499,0.703,"12h-17h","Fit"
"6711",948.696876434767,0.704,"12h-17h","Fit"
"6712",957.861076340286,0.705,"12h-17h","Fit"
"6713",967.119672950489,0.706,"12h-17h","Fit"
"6714",976.473758933275,0.707,"12h-17h","Fit"
"6715",985.924442123722,0.708,"12h-17h","Fit"
"6716",995.472845781943,0.709,"12h-17h","Fit"
"6717",1005.12010885622,0.71,"12h-17h","Fit"
"6718",1014.8673862515,0.711,"12h-17h","Fit"
"6719",1024.71584910349,0.712,"12h-17h","Fit"
"6720",1034.66668505828,0.713,"12h-17h","Fit"
"6721",1044.7210985579,0.714,"12h-17h","Fit"
"6722",1054.88031113171,0.715,"12h-17h","Fit"
"6723",1065.14556169391,0.716,"12h-17h","Fit"
"6724",1075.51810684725,0.717,"12h-17h","Fit"
"6725",1085.99922119317,0.718,"12h-17h","Fit"
"6726",1096.59019764838,0.719,"12h-17h","Fit"
"6727",1107.29234776825,0.72,"12h-17h","Fit"
"6728",1118.10700207699,0.721,"12h-17h","Fit"
"6729",1129.03551040486,0.722,"12h-17h","Fit"
"6730",1140.0792422326,0.723,"12h-17h","Fit"
"6731",1151.23958704331,0.724,"12h-17h","Fit"
"6732",1162.51795468177,0.725,"12h-17h","Fit"
"6733",1173.91577572167,0.726,"12h-17h","Fit"
"6734",1185.43450184068,0.727,"12h-17h","Fit"
"6735",1197.07560620376,0.728,"12h-17h","Fit"
"6736",1208.84058385482,0.729,"12h-17h","Fit"
"6737",1220.73095211695,0.73,"12h-17h","Fit"
"6738",1232.74825100145,0.731,"12h-17h","Fit"
"6739",1244.89404362597,0.732,"12h-17h","Fit"
"6740",1257.16991664176,0.733,"12h-17h","Fit"
"6741",1269.5774806706,0.734,"12h-17h","Fit"
"6742",1282.11837075138,0.735,"12h-17h","Fit"
"6743",1294.79424679669,0.736,"12h-17h","Fit"
"6744",1307.60679405973,0.737,"12h-17h","Fit"
"6745",1320.55772361171,0.738,"12h-17h","Fit"
"6746",1333.64877283013,0.739,"12h-17h","Fit"
"6747",1346.88170589812,0.74,"12h-17h","Fit"
"6748",1360.25831431517,0.741,"12h-17h","Fit"
"6749",1373.78041741966,0.742,"12h-17h","Fit"
"6750",1387.44986292328,0.743,"12h-17h","Fit"
"6751",1401.26852745791,0.744,"12h-17h","Fit"
"6752",1415.23831713515,0.745,"12h-17h","Fit"
"6753",1429.36116811881,0.746,"12h-17h","Fit"
"6754",1443.6390472109,0.747,"12h-17h","Fit"
"6755",1458.07395245126,0.748,"12h-17h","Fit"
"6756",1472.66791373137,0.749,"12h-17h","Fit"
"6757",1487.42299342269,0.75,"12h-17h","Fit"
"6758",1502.34128701984,0.751,"12h-17h","Fit"
"6759",1517.42492379918,0.752,"12h-17h","Fit"
"6760",1532.67606749316,0.753,"12h-17h","Fit"
"6761",1548.09691698081,0.754,"12h-17h","Fit"
"6762",1563.68970699493,0.755,"12h-17h","Fit"
"6763",1579.45670884638,0.756,"12h-17h","Fit"
"6764",1595.40023116604,0.757,"12h-17h","Fit"
"6765",1611.52262066481,0.758,"12h-17h","Fit"
"6766",1627.82626291229,0.759,"12h-17h","Fit"
"6767",1644.31358313464,0.76,"12h-17h","Fit"
"6768",1660.98704703211,0.761,"12h-17h","Fit"
"6769",1677.84916161692,0.762,"12h-17h","Fit"
"6770",1694.90247607199,0.763,"12h-17h","Fit"
"6771",1712.14958263115,0.764,"12h-17h","Fit"
"6772",1729.59311748152,0.765,"12h-17h","Fit"
"6773",1747.23576168864,0.766,"12h-17h","Fit"
"6774",1765.08024214501,0.767,"12h-17h","Fit"
"6775",1783.12933254286,0.768,"12h-17h","Fit"
"6776",1801.38585437168,0.769,"12h-17h","Fit"
"6777",1819.85267794146,0.77,"12h-17h","Fit"
